2025-04-04 15:32,jeevith,Back,"Lat Pulldown (Wide-Grip, Reverse-Grip)",1,15,40
2025-04-04 15:32,jeevith,Back,"Lat Pulldown (Wide-Grip, Reverse-Grip)",2,12,50
2025-04-04 15:32,jeevith,Back,"Lat Pulldown (Wide-Grip, Reverse-Grip)",3,10,55
2025-04-04 15:57,jeevith,Back,T-Bar Rows,1,10,50
2025-04-04 15:57,jeevith,Back,T-Bar Rows,2,12,60
2025-04-04 15:57,jeevith,Back,T-Bar Rows,3,15,70
